dataset,sequence_id,relative_path,action,object_name,skill,clip_start_s,clip_end_s,tsne_x,tsne_y
Dongbu MoCap,20260330000175_1_1775010852#clip055,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000175/20260330000175_1_1775010852#clip055,carry,Box_H_1,carry_box,54.999449999999996,59.9994,10.434406280517578,-0.48436760902404785
Dongbu MoCap,20260330000175_1_1775010852#clip056,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000175/20260330000175_1_1775010852#clip056,carry,Box_H_1,carry_box,55.99944,60.99939,0.8421882390975952,3.6268045902252197
Dongbu MoCap,20260330000176_1_1775007964#clip000,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip000,carry,Box_H_1,carry_box,0.0,4.99995,-61.10751724243164,69.02020263671875
Dongbu MoCap,20260330000176_1_1775007964#clip001,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip001,carry,Box_H_1,carry_box,0.9999899999999999,5.99994,-54.793155670166016,64.1402359008789
Dongbu MoCap,20260330000176_1_1775007964#clip002,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip002,carry,Box_H_1,carry_box,1.9999799999999999,6.99993,-44.112525939941406,49.45481491088867
Dongbu MoCap,20260330000176_1_1775007964#clip003,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip003,carry,Box_H_1,carry_box,2.99997,7.9999199999999995,6.628267288208008,12.647599220275879
Dongbu MoCap,20260330000176_1_1775007964#clip004,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip004,carry,Box_H_1,carry_box,3.9999599999999997,8.99991,21.184192657470703,12.895817756652832
Dongbu MoCap,20260330000176_1_1775007964#clip005,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip005,carry,Box_H_1,carry_box,4.99995,9.9999,20.9025821685791,-22.360416412353516
Dongbu MoCap,20260330000176_1_1775007964#clip006,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip006,carry,Box_H_1,carry_box,5.99994,10.99989,24.644670486450195,-46.49577713012695
Dongbu MoCap,20260330000176_1_1775007964#clip007,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip007,carry,Box_H_1,carry_box,6.99993,11.99988,11.689544677734375,-78.9149169921875
Dongbu MoCap,20260330000176_1_1775007964#clip008,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip008,carry,Box_H_1,carry_box,7.9999199999999995,12.99987,10.801057815551758,-81.25931549072266
Dongbu MoCap,20260330000176_1_1775007964#clip009,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip009,carry,Box_H_1,carry_box,8.99991,13.99986,10.989858627319336,-82.67927551269531
Dongbu MoCap,20260330000176_1_1775007964#clip010,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip010,carry,Box_H_1,carry_box,9.9999,14.99985,19.13430404663086,-65.46139526367188
Dongbu MoCap,20260330000176_1_1775007964#clip011,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip011,carry,Box_H_1,carry_box,10.99989,15.999839999999999,26.940811157226562,-33.2092399597168
Dongbu MoCap,20260330000176_1_1775007964#clip012,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip012,carry,Box_H_1,carry_box,11.99988,16.99983,25.283536911010742,-27.74015998840332
Dongbu MoCap,20260330000176_1_1775007964#clip013,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip013,carry,Box_H_1,carry_box,12.99987,17.99982,19.103710174560547,-7.617358684539795
Dongbu MoCap,20260330000176_1_1775007964#clip014,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip014,carry,Box_H_1,carry_box,13.99986,18.99981,15.935205459594727,-5.274324417114258
Dongbu MoCap,20260330000176_1_1775007964#clip015,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip015,carry,Box_H_1,carry_box,14.99985,19.9998,15.462281227111816,-7.918649673461914
Dongbu MoCap,20260330000176_1_1775007964#clip016,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip016,carry,Box_H_1,carry_box,15.999839999999999,20.99979,17.740026473999023,-20.06686019897461
Dongbu MoCap,20260330000176_1_1775007964#clip017,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip017,carry,Box_H_1,carry_box,16.99983,21.99978,19.73965072631836,-22.6693115234375
Dongbu MoCap,20260330000176_1_1775007964#clip018,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip018,carry,Box_H_1,carry_box,17.99982,22.999769999999998,24.688264846801758,-46.807491302490234
Dongbu MoCap,20260330000176_1_1775007964#clip019,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip019,carry,Box_H_1,carry_box,18.99981,23.99976,11.777655601501465,-79.92698669433594
Dongbu MoCap,20260330000176_1_1775007964#clip020,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip020,carry,Box_H_1,carry_box,19.9998,24.99975,12.129338264465332,-81.12650299072266
Dongbu MoCap,20260330000176_1_1775007964#clip021,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip021,carry,Box_H_1,carry_box,20.99979,25.99974,2.2601242065429688,-71.17698669433594
Dongbu MoCap,20260330000176_1_1775007964#clip022,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip022,carry,Box_H_1,carry_box,21.99978,26.99973,21.22526741027832,-54.83145523071289
Dongbu MoCap,20260330000176_1_1775007964#clip023,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip023,carry,Box_H_1,carry_box,22.999769999999998,27.99972,26.666202545166016,-30.34604835510254
Dongbu MoCap,20260330000176_1_1775007964#clip024,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip024,carry,Box_H_1,carry_box,23.99976,28.99971,14.210819244384766,-17.165298461914062
Dongbu MoCap,20260330000176_1_1775007964#clip025,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip025,carry,Box_H_1,carry_box,24.99975,29.9997,11.002740859985352,-4.163329124450684
Dongbu MoCap,20260330000176_1_1775007964#clip026,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip026,carry,Box_H_1,carry_box,25.99974,30.99969,12.041470527648926,-5.760427474975586
Dongbu MoCap,20260330000176_1_1775007964#clip027,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip027,carry,Box_H_1,carry_box,26.99973,31.999679999999998,10.614261627197266,-4.845730781555176
Dongbu MoCap,20260330000176_1_1775007964#clip028,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip028,carry,Box_H_1,carry_box,27.99972,32.99967,12.024615287780762,-16.947593688964844
Dongbu MoCap,20260330000176_1_1775007964#clip029,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip029,carry,Box_H_1,carry_box,28.99971,33.99966,19.66145896911621,-22.35516929626465
Dongbu MoCap,20260330000176_1_1775007964#clip030,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip030,carry,Box_H_1,carry_box,29.9997,34.99965,22.073009490966797,-47.34784698486328
Dongbu MoCap,20260330000176_1_1775007964#clip031,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip031,carry,Box_H_1,carry_box,30.99969,35.99964,10.06458854675293,-79.24181365966797
Dongbu MoCap,20260330000176_1_1775007964#clip032,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip032,carry,Box_H_1,carry_box,31.999679999999998,36.999629999999996,10.767213821411133,-81.04557037353516
Dongbu MoCap,20260330000176_1_1775007964#clip033,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip033,carry,Box_H_1,carry_box,32.99967,37.99962,18.94573402404785,-63.34560012817383
Dongbu MoCap,20260330000176_1_1775007964#clip034,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip034,carry,Box_H_1,carry_box,33.99966,38.99961,26.808204650878906,-33.08747100830078
Dongbu MoCap,20260330000176_1_1775007964#clip035,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip035,carry,Box_H_1,carry_box,34.99965,39.9996,25.24261474609375,-27.71756362915039
Dongbu MoCap,20260330000176_1_1775007964#clip036,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip036,carry,Box_H_1,carry_box,35.99964,40.99959,16.757028579711914,-16.656593322753906
Dongbu MoCap,20260330000176_1_1775007964#clip037,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip037,carry,Box_H_1,carry_box,36.999629999999996,41.99958,1.3683487176895142,-12.760820388793945
Dongbu MoCap,20260330000176_1_1775007964#clip038,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip038,carry,Box_H_1,carry_box,37.99962,42.99957,-5.2923665046691895,-10.286620140075684
Dongbu MoCap,20260330000176_1_1775007964#clip039,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip039,carry,Box_H_1,carry_box,38.99961,43.99956,0.3564186096191406,-15.760677337646484
Dongbu MoCap,20260330000176_1_1775007964#clip040,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip040,carry,Box_H_1,carry_box,39.9996,44.99955,17.964616775512695,-20.41576385498047
Dongbu MoCap,20260330000176_1_1775007964#clip041,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip041,carry,Box_H_1,carry_box,40.99959,45.999539999999996,19.735055923461914,-22.877798080444336
Dongbu MoCap,20260330000176_1_1775007964#clip042,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip042,carry,Box_H_1,carry_box,41.99958,46.99953,21.52703857421875,-23.942712783813477
Dongbu MoCap,20260330000176_1_1775007964#clip043,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip043,carry,Box_H_1,carry_box,42.99957,47.99952,12.510513305664062,-78.85790252685547
Dongbu MoCap,20260330000176_1_1775007964#clip044,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip044,carry,Box_H_1,carry_box,43.99956,48.99951,22.228811264038086,-70.94049835205078
Dongbu MoCap,20260330000176_1_1775007964#clip045,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip045,carry,Box_H_1,carry_box,44.99955,49.9995,26.27412986755371,-33.108089447021484
Dongbu MoCap,20260330000176_1_1775007964#clip046,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip046,carry,Box_H_1,carry_box,45.999539999999996,50.99949,26.83221435546875,-30.281723022460938
Dongbu MoCap,20260330000176_1_1775007964#clip047,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip047,carry,Box_H_1,carry_box,46.99953,51.99948,21.33121681213379,-2.470975875854492
Dongbu MoCap,20260330000176_1_1775007964#clip048,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip048,carry,Box_H_1,carry_box,47.99952,52.99947,15.57898998260498,-2.8577587604522705
Dongbu MoCap,20260330000176_1_1775007964#clip049,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip049,carry,Box_H_1,carry_box,48.99951,53.99946,17.261064529418945,-2.8744330406188965
Dongbu MoCap,20260330000176_1_1775007964#clip050,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip050,carry,Box_H_1,carry_box,49.9995,54.999449999999996,19.041481018066406,-21.718711853027344
Dongbu MoCap,20260330000176_1_1775007964#clip051,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip051,carry,Box_H_1,carry_box,50.99949,55.99944,20.998308181762695,-23.416269302368164
Dongbu MoCap,20260330000176_1_1775007964#clip052,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip052,carry,Box_H_1,carry_box,51.99948,56.99943,25.099822998046875,-48.37714767456055
Dongbu MoCap,20260330000176_1_1775007964#clip053,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip053,carry,Box_H_1,carry_box,52.99947,57.99942,25.28569793701172,-48.38869094848633
Dongbu MoCap,20260330000176_1_1775007964#clip054,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip054,carry,Box_H_1,carry_box,53.99946,58.99941,27.339202880859375,-31.976930618286133
Dongbu MoCap,20260330000176_1_1775007964#clip055,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip055,carry,Box_H_1,carry_box,54.999449999999996,59.9994,19.148752212524414,0.7721662521362305
Dongbu MoCap,20260330000176_1_1775007964#clip056,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775007964#clip056,carry,Box_H_1,carry_box,55.99944,60.99939,10.968230247497559,0.4368066191673279
Dongbu MoCap,20260330000176_1_1775010918#clip000,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip000,carry,Box_H_1,carry_box,0.0,4.99995,-61.3243522644043,68.83971405029297
Dongbu MoCap,20260330000176_1_1775010918#clip001,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip001,carry,Box_H_1,carry_box,0.9999899999999999,5.99994,-55.75885772705078,53.50114059448242
Dongbu MoCap,20260330000176_1_1775010918#clip002,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip002,carry,Box_H_1,carry_box,1.9999799999999999,6.99993,-44.256988525390625,49.41484832763672
Dongbu MoCap,20260330000176_1_1775010918#clip003,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip003,carry,Box_H_1,carry_box,2.99997,7.9999199999999995,6.52605676651001,12.223184585571289
Dongbu MoCap,20260330000176_1_1775010918#clip004,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip004,carry,Box_H_1,carry_box,3.9999599999999997,8.99991,15.696913719177246,-19.805702209472656
Dongbu MoCap,20260330000176_1_1775010918#clip005,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip005,carry,Box_H_1,carry_box,4.99995,9.9999,20.808412551879883,-23.30094337463379
Dongbu MoCap,20260330000176_1_1775010918#clip006,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip006,carry,Box_H_1,carry_box,5.99994,10.99989,24.914382934570312,-47.448020935058594
Dongbu MoCap,20260330000176_1_1775010918#clip007,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip007,carry,Box_H_1,carry_box,6.99993,11.99988,12.28063678741455,-79.67736053466797
Dongbu MoCap,20260330000176_1_1775010918#clip008,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip008,carry,Box_H_1,carry_box,7.9999199999999995,12.99987,9.76636028289795,-88.7621078491211
Dongbu MoCap,20260330000176_1_1775010918#clip009,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip009,carry,Box_H_1,carry_box,8.99991,13.99986,51.15851593017578,-48.470542907714844
Dongbu MoCap,20260330000176_1_1775010918#clip010,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip010,carry,Box_H_1,carry_box,9.9999,14.99985,24.057674407958984,-31.092514038085938
Dongbu MoCap,20260330000176_1_1775010918#clip011,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip011,carry,Box_H_1,carry_box,10.99989,15.999839999999999,26.066265106201172,-27.85837173461914
Dongbu MoCap,20260330000176_1_1775010918#clip012,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip012,carry,Box_H_1,carry_box,11.99988,16.99983,19.81365394592285,-7.382541179656982
Dongbu MoCap,20260330000176_1_1775010918#clip013,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip013,carry,Box_H_1,carry_box,12.99987,17.99982,16.399587631225586,-5.3160200119018555
Dongbu MoCap,20260330000176_1_1775010918#clip014,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip014,carry,Box_H_1,carry_box,13.99986,18.99981,16.988645553588867,-6.798600196838379
Dongbu MoCap,20260330000176_1_1775010918#clip015,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip015,carry,Box_H_1,carry_box,14.99985,19.9998,17.227848052978516,-23.212966918945312
Dongbu MoCap,20260330000176_1_1775010918#clip016,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip016,carry,Box_H_1,carry_box,15.999839999999999,20.99979,21.0599422454834,-23.72771453857422
Dongbu MoCap,20260330000176_1_1775010918#clip017,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip017,carry,Box_H_1,carry_box,16.99983,21.99978,25.405580520629883,-48.52363967895508
Dongbu MoCap,20260330000176_1_1775010918#clip018,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip018,carry,Box_H_1,carry_box,17.99982,22.999769999999998,12.493159294128418,-80.14495086669922
Dongbu MoCap,20260330000176_1_1775010918#clip019,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip019,carry,Box_H_1,carry_box,18.99981,23.99976,12.59365463256836,-81.14138793945312
Dongbu MoCap,20260330000176_1_1775010918#clip020,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip020,carry,Box_H_1,carry_box,19.9998,24.99975,24.766443252563477,-68.75422668457031
Dongbu MoCap,20260330000176_1_1775010918#clip021,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip021,carry,Box_H_1,carry_box,20.99979,25.99974,23.751880645751953,-31.420276641845703
Dongbu MoCap,20260330000176_1_1775010918#clip022,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip022,carry,Box_H_1,carry_box,21.99978,26.99973,25.406633377075195,-29.567081451416016
Dongbu MoCap,20260330000176_1_1775010918#clip023,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip023,carry,Box_H_1,carry_box,22.999769999999998,27.99972,21.19722557067871,-2.7691633701324463
Dongbu MoCap,20260330000176_1_1775010918#clip024,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip024,carry,Box_H_1,carry_box,23.99976,28.99971,15.8002347946167,-3.0652058124542236
Dongbu MoCap,20260330000176_1_1775010918#clip025,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip025,carry,Box_H_1,carry_box,24.99975,29.9997,17.507919311523438,-3.7972443103790283
Dongbu MoCap,20260330000176_1_1775010918#clip026,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip026,carry,Box_H_1,carry_box,25.99974,30.99969,18.207447052001953,-22.678951263427734
Dongbu MoCap,20260330000176_1_1775010918#clip027,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip027,carry,Box_H_1,carry_box,26.99973,31.999679999999998,21.271738052368164,-24.269716262817383
Dongbu MoCap,20260330000176_1_1775010918#clip028,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip028,carry,Box_H_1,carry_box,27.99972,32.99967,26.11275291442871,-49.59615707397461
Dongbu MoCap,20260330000176_1_1775010918#clip029,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip029,carry,Box_H_1,carry_box,28.99971,33.99966,22.51310157775879,-28.596704483032227
Dongbu MoCap,20260330000176_1_1775010918#clip030,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip030,carry,Box_H_1,carry_box,29.9997,34.99965,22.488637924194336,-27.290836334228516
Dongbu MoCap,20260330000176_1_1775010918#clip031,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip031,carry,Box_H_1,carry_box,30.99969,35.99964,14.390408515930176,-15.435919761657715
Dongbu MoCap,20260330000176_1_1775010918#clip032,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip032,carry,Box_H_1,carry_box,31.999679999999998,36.999629999999996,12.972502708435059,-7.1562180519104
Dongbu MoCap,20260330000176_1_1775010918#clip033,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip033,carry,Box_H_1,carry_box,32.99967,37.99962,13.008734703063965,-7.032113075256348
Dongbu MoCap,20260330000176_1_1775010918#clip034,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip034,carry,Box_H_1,carry_box,33.99966,38.99961,9.887826919555664,-15.299670219421387
Dongbu MoCap,20260330000176_1_1775010918#clip035,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip035,carry,Box_H_1,carry_box,34.99965,39.9996,18.56532096862793,-24.23181915283203
Dongbu MoCap,20260330000176_1_1775010918#clip036,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip036,carry,Box_H_1,carry_box,35.99964,40.99959,20.052339553833008,-30.515945434570312
Dongbu MoCap,20260330000176_1_1775010918#clip037,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip037,carry,Box_H_1,carry_box,36.999629999999996,41.99958,33.22261428833008,-51.15803527832031
Dongbu MoCap,20260330000176_1_1775010918#clip038,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip038,carry,Box_H_1,carry_box,37.99962,42.99957,23.90177345275879,-31.185894012451172
Dongbu MoCap,20260330000176_1_1775010918#clip039,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip039,carry,Box_H_1,carry_box,38.99961,43.99956,25.840450286865234,-28.037185668945312
Dongbu MoCap,20260330000176_1_1775010918#clip040,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip040,carry,Box_H_1,carry_box,39.9996,44.99955,20.2344913482666,-7.540602207183838
Dongbu MoCap,20260330000176_1_1775010918#clip041,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip041,carry,Box_H_1,carry_box,40.99959,45.999539999999996,16.492000579833984,-5.208749771118164
Dongbu MoCap,20260330000176_1_1775010918#clip042,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip042,carry,Box_H_1,carry_box,41.99958,46.99953,16.73338508605957,-6.9389872550964355
Dongbu MoCap,20260330000176_1_1775010918#clip043,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip043,carry,Box_H_1,carry_box,42.99957,47.99952,18.221797943115234,-21.026981353759766
Dongbu MoCap,20260330000176_1_1775010918#clip044,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip044,carry,Box_H_1,carry_box,43.99956,48.99951,21.188724517822266,-23.929662704467773
Dongbu MoCap,20260330000176_1_1775010918#clip045,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip045,carry,Box_H_1,carry_box,44.99955,49.9995,25.335779190063477,-48.018375396728516
Dongbu MoCap,20260330000176_1_1775010918#clip046,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip046,carry,Box_H_1,carry_box,45.999539999999996,50.99949,12.459603309631348,-80.16380310058594
Dongbu MoCap,20260330000176_1_1775010918#clip047,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip047,carry,Box_H_1,carry_box,46.99953,51.99948,9.692400932312012,-89.63214874267578
Dongbu MoCap,20260330000176_1_1775010918#clip048,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip048,carry,Box_H_1,carry_box,47.99952,52.99947,28.300838470458984,-48.76802062988281
Dongbu MoCap,20260330000176_1_1775010918#clip049,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip049,carry,Box_H_1,carry_box,48.99951,53.99946,24.94381332397461,-29.889301300048828
Dongbu MoCap,20260330000176_1_1775010918#clip050,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip050,carry,Box_H_1,carry_box,49.9995,54.999449999999996,14.826476097106934,-18.032197952270508
Dongbu MoCap,20260330000176_1_1775010918#clip051,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip051,carry,Box_H_1,carry_box,50.99949,55.99944,11.357301712036133,-3.502713680267334
Dongbu MoCap,20260330000176_1_1775010918#clip052,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip052,carry,Box_H_1,carry_box,51.99948,56.99943,12.699756622314453,-5.503922462463379
Dongbu MoCap,20260330000176_1_1775010918#clip053,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip053,carry,Box_H_1,carry_box,52.99947,57.99942,12.227925300598145,-4.098280429840088
Dongbu MoCap,20260330000176_1_1775010918#clip054,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip054,carry,Box_H_1,carry_box,53.99946,58.99941,18.718351364135742,-22.082420349121094
Dongbu MoCap,20260330000176_1_1775010918#clip055,box_mocap/move_case1/data_MWV/seat12/MWVOPT_20260330000176/20260330000176_1_1775010918#clip055,carry,Box_H_1,carry_box,54.999449999999996,59.9994,49.01696014404297,6.391613006591797
